entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
467,1,2,ركع,I,রুকু করা,PERF,2MS,رَكَعْتَ,তুমি রুকু করেছো,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,PERF,2MP,رَكَعْتُمْ,তোমরা রুকু করেছো,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,PERF,1S,رَكَعْتُ,আমি রুকু করেছি,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,PERF,1P,رَكَعْنَا,আমরা রুকু করেছি,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,3MS,يَرْكَعُ,সে রুকু করে / করবে,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,3MP,يَرْكَعُونَ,তারা রুকু করে / করবে,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,2MS,تَرْكَعُ,তুমি রুকু করো / করবে,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,2MP,تَرْكَعُونَ,তোমরা রুকু করো / করবে,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,1S,أَرْكَعُ,আমি রুকু করি / করবো,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPF,1P,نَرْكَعُ,আমরা রুকু করি / করবো,Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPV,2MS,اِرْكَعْ,রুকু করো (তুমি),Quran words - level2.pdf,151,
467,1,2,ركع,I,রুকু করা,IMPV,2MP,اِرْكَعُوا,রুকু করো (তোমরা),Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,3MS,رَهِقَ,সে আচ্ছন্ন করেছে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,3MP,رَهِقُوا,তারা আচ্ছন্ন করেছে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,2MS,رَهِقْتَ,তুমি আচ্ছন্ন করেছো,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,2MP,رَهِقْتُمْ,তোমরা আচ্ছন্ন করেছো,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,1S,رَهِقْتُ,আমি আচ্ছন্ন করেছি,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,PERF,1P,رَهِقْنَا,আমরা আচ্ছন্ন করেছি,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,3MS,يَرْهَقُ,সে আচ্ছন্ন করে / করবে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,3MP,يَرْهَقُونَ,তারা আচ্ছন্ন করে / করবে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,2MS,تَرْهَقُ,তুমি আচ্ছন্ন করো / করবে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,2MP,تَرْهَقُونَ,তোমরা আচ্ছন্ন করো / করবে,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,1S,أَرْهَقُ,আমি আচ্ছন্ন করি / করবো,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPF,1P,نَرْهَقُ,আমরা আচ্ছন্ন করি / করবো,Quran words - level2.pdf,151,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPV,2MS,اِرْهَقْ,আচ্ছন্ন করো (তুমি),Quran words - level2.pdf,152,
468,1,2,رهق,I,আচ্ছন্ন করা,IMPV,2MP,اِرْهَقُوا,আচ্ছন্ন করো (তোমরা),Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,3MS,زَوَّجَ,সে বিয়ে দিয়েছে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,3MP,زَوَّجُوا,তারা বিয়ে দিয়েছে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,2MS,زَوَّجْتَ,তুমি বিয়ে দিয়েছো,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,2MP,زَوَّجْتُمْ,তোমরা বিয়ে দিয়েছো,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,1S,زَوَّجْتُ,আমি বিয়ে দিয়েছি,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,PERF,1P,زَوَّجْنَا,আমরা বিয়ে দিয়েছি,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,3MS,يُزَوِّجُ,সে বিয়ে দেয় / দিবে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,3MP,يُزَوِّجُونَ,তারা বিয়ে দেয় / দিবে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,2MS,تُزَوِّجُ,তুমি বিয়ে দাও / দিবে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,2MP,تُزَوِّجُونَ,তোমরা বিয়ে দাও / দিবে,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,1S,أُزَوِّجُ,আমি বিয়ে দিই / দিবো,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPF,1P,نُزَوِّجُ,আমরা বিয়ে দিই / দিবো,Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPV,2MS,زَوِّجْ,বিয়ে দাও (তুমি),Quran words - level2.pdf,152,
469,1,2,زوج,II,বিয়ে দেওয়া মিলিয়ে দেওয়া,IMPV,2MP,زَوِّجُوا,বিয়ে দাও (তোমরা),Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,3MS,اِسْتَبَقَ,সে প্রতিযোগিতা করেছে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,3MP,اِسْتَبَقُوا,তারা প্রতিযোগিতা করেছে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,2MS,اِسْتَبَقْتَ,তুমি প্রতিযোগিতা করেছো,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,2MP,اِسْتَبَقْتُمْ,তোমরা প্রতিযোগিতা করেছো,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,1S,اِسْتَبَقْتُ,আমি প্রতিযোগিতা করেছি,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,PERF,1P,اِسْتَبَقْنَا,আমরা প্রতিযোগিতা করেছি,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,3MS,يَسْتَبِقُ,সে প্রতিযোগিতা করে / করবে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,3MP,يَسْتَبِقُونَ,তারা প্রতিযোগিতা করে / করবে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,2MS,تَسْتَبِقُ,তুমি প্রতিযোগিতা করো / করবে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,2MP,تَسْتَبِقُونَ,তোমরা প্রতিযোগিতা করো / করবে,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,1S,أَسْتَبِقُ,আমি প্রতিযোগিতা করি / করবো,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPF,1P,نَسْتَبِقُ,আমরা প্রতিযোগিতা করি / করবো,Quran words - level2.pdf,152,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPV,2MS,اِسْتَبِقْ,প্রতিযোগিতা করো (তুমি),Quran words - level2.pdf,153,
470,1,2,سبق,VIII,প্রতিযোগিতা করা দৌড়া চলা,IMPV,2MP,اِسْتَبِقُوا,প্রতিযোগিতা করো (তোমরা),Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,3MS,أَسْكَنَ,সে বসবাস করতে দিয়েছে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,3MP,أَسْكَنُوا,তারা বসবাস করতে দিয়েছে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,2MS,أَسْكَنْتَ,তুমি বসবাস করতে দিয়েছো,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,2MP,أَسْكَنْتُمْ,তোমরা বসবাস করতে দিয়েছো,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,1S,أَسْكَنْتُ,আমি বসবাস করতে দিয়েছি,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,PERF,1P,أَسْكَنَّا,আমরা বসবাস করতে দিয়েছি,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,3MS,يُسْكِنُ,সে বসবাস করে / করবে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,3MP,يُسْكِنُونَ,তারা বসবাস করে / করবে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,2MS,تُسْكِنُ,তুমি বসবাস করো / করবে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,2MP,تُسْكِنُونَ,তোমরা বসবাস করো / করবে,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,1S,أُسْكِنُ,আমি বসবাস করি / করবো,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPF,1P,نُسْكِنُ,আমরা বসবাস করি / করবো,Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPV,2MS,أَسْكِنْ,বসবাস করো (তুমি),Quran words - level2.pdf,153,
471,1,2,سكن,IV,বসবাস করতে দেওয়া সংরক্ষণ করা,IMPV,2MP,أَسْكِنُوا,বসবাস করো (তোমরা),Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,3MS,سَلَفَ,সে অতীত হয়েছে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,3MP,سَلَفُوا,তারা অতীত হয়েছে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,2MS,سَلَفْتَ,তুমি অতীত হয়েছো,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,2MP,سَلَفْتُمْ,তোমরা অতীত হয়েছো,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,1S,سَلَفْتُ,আমি অতীত হয়েছি,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,PERF,1P,سَلَفْنَا,আমরা অতীত হয়েছি,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,3MS,يَسْلُفُ,সে অতীত হয় / হবে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,3MP,يَسْلُفُونَ,তারা অতীত হয় / হবে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,2MS,تَسْلُفُ,তুমি অতীত হও / হবে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,2MP,تَسْلُفُونَ,তোমরা অতীত হও / হবে,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,1S,أَسْلُفُ,আমি অতীত হই / হবো,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPF,1P,نَسْلُفُ,আমরা অতীত হই / হবো,Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPV,2MS,اُسْلُفْ,অতীত হও (তুমি),Quran words - level2.pdf,153,
472,1,2,سلف,I,অতীত হওয়া,IMPV,2MP,اُسْلُفُوا,অতীত হও (তোমরা),Quran words - level2.pdf,153,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,3MS,أَسَاءَ,সে মন্দ কাজ করেছে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,3MP,أَسَائُوا,তারা মন্দ কাজ করেছে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,2MS,أَسَأْتَ,তুমি মন্দ কাজ করেছো,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,2MP,أَسَأْتُمْ,তোমরা মন্দ কাজ করেছো,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,1S,أَسَأْتُ,আমি মন্দ কাজ করেছি,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,PERF,1P,أَسَأْنَا,আমরা মন্দ কাজ করেছি,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,3MS,يُسِىءُ,সে মন্দ কাজ করে / করবে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,3MP,يُسِيئُونَ,তারা মন্দ কাজ করে / করবে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,2MS,تُسِىءُ,তুমি মন্দ কাজ করো / করবে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,2MP,تُسِيئُونَ,তোমরা মন্দ কাজ করো / করবে,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,1S,أُسِىءُ,আমি মন্দ কাজ করি / করবো,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPF,1P,نُسِىءُ,আমরা মন্দ কাজ করি / করবো,Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPV,2MS,أَسِئْ,মন্দ কাজ করো (তুমি),Quran words - level2.pdf,154,
473,1,2,سوا,IV,মন্দ কাজ করা,IMPV,2MP,أَسِيئُوا,মন্দ কাজ করো (তোমরা),Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,3MS,سَيَّرَ,সে ভ্রমণ করিয়েছে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,3MP,سَيَّرُوا,তারা ভ্রমণ করিয়েছে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,2MS,سَيَّرْتَ,তুমি ভ্রমণ করিয়েছো,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,2MP,سَيَّرْتُمْ,তোমরা ভ্রমণ করিয়েছো,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,1S,سَيَّرْتُ,আমি ভ্রমণ করিয়েছি,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,PERF,1P,سَيَّرْنَا,আমরা ভ্রমণ করিয়েছি,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,3MS,يُسَيِرُّ,সে ভ্রমণ করায় / করাবে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,3MP,يُسَيِرُّونَ,তারা ভ্রমণ করায় / করাবে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,2MS,تُسَيِرُّ,তুমি ভ্রমণ করাও / করাবে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,2MP,تُسَيِرُّونَ,তোমরা ভ্রমণ করাও / করাবে,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,1S,أُسَيِرُّ,আমি ভ্রমণ করাই / করাবো,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPF,1P,نُسَيِرُّ,আমরা ভ্রমণ করাই / করাবো,Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPV,2MS,سَيِرّْ,ভ্রমণ করাও (তুমি),Quran words - level2.pdf,154,
474,1,2,سير,II,ভ্রমণ করানো চালানো গতিশীল করানো,IMPV,2MP,سَيِرُّوا,ভ্রমণ করাও (তোমরা),Quran words - level2.pdf,154,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,3MS,شَرَحَ,সে উন্মুক্ত করেছে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,3MP,شَرَحُوا,তারা উন্মুক্ত করেছে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,2MS,شَرَحْتَ,তুমি উন্মুক্ত করেছো,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,2MP,شَرَحْتُمْ,তোমরা উন্মুক্ত করেছো,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,1S,شَرَحْتُ,আমি উন্মুক্ত করেছি,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,PERF,1P,شَرَحْنَا,আমরা উন্মুক্ত করেছি,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,3MS,يَشْرَحُ,সে উন্মুক্ত করে / করবে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,3MP,يَشْرَحُونَ,তারা উন্মুক্ত করে / করবে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,2MS,تَشْرَحُ,তুমি উন্মুক্ত করো / করবে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,2MP,تَشْرَحُونَ,তোমরা উন্মুক্ত করো / করবে,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,1S,أَشْرَحُ,আমি উন্মুক্ত করি / করবো,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPF,1P,نَشْرَحُ,আমরা উন্মুক্ত করি / করবো,Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPV,2MS,اِشْرَحْ,উন্মুক্ত করো (তুমি),Quran words - level2.pdf,155,
475,1,2,شرح,I,উন্মুক্ত করা প্রশস্ত করা,IMPV,2MP,اِشْرَحُوا,উন্মুক্ত করো (তোমরা),Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,3MS,شَفَعَ,সে সুপারিশ করেছে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,3MP,شَفَعُوا,তারা সুপারিশ করেছে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,2MS,شَفَعْتَ,তুমি সুপারিশ করেছো,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,2MP,شَفَعْتُمْ,তোমরা সুপারিশ করেছো,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,1S,شَفَعْتُ,আমি সুপারিশ করেছি,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,PERF,1P,شَفَعْنَا,আমরা সুপারিশ করেছি,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,3MS,يَشْفَعُ,সে সুপারিশ করে / করবে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,3MP,يَشْفَعُونَ,তারা সুপারিশ করে / করবে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,2MS,تَشْفَعُ,তুমি সুপারিশ করো / করবে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,2MP,تَشْفَعُونَ,তোমরা সুপারিশ করো / করবে,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,1S,أَشْفَعُ,আমি সুপারিশ করি / করবো,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPF,1P,نَشْفَعُ,আমরা সুপারিশ করি / করবো,Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPV,2MS,اِشْفَعْ,সুপারিশ করো (তুমি),Quran words - level2.pdf,155,
476,1,2,شفع,I,সুপারিশ করা,IMPV,2MP,اِشْفَعُوا,সুপারিশ করো (তোমরা),Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,3MS,اِنشَقَّ,সে বিদীর্ণ হয়েছে,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,3MP,اِنشَقُّوا,তারা বিদীর্ণ হয়েছে,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,2MS,اِنشَقَقْتَ,তুমি বিদীর্ণ হয়েছো,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,2MP,اِنشَقَقْتُمْ,তোমরা বিদীর্ণ হয়েছো,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,1S,اِنشَقَقْتُ,আমি বিদীর্ণ হয়েছি,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,PERF,1P,اِنشَقَقْنَا,আমরা বিদীর্ণ হয়েছি,Quran words - level2.pdf,155,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,3MS,يَنْشَقُّ,সে বিদীর্ণ হয় / হবে,Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,3MP,يَنْشَقُّونَ,তারা বিদীর্ণ হয় / হবে,Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,2MS,تَنْشَقُّ,তুমি বিদীর্ণ হও / হবে,Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,2MP,تَنْشَقُّونَ,তোমরা বিদীর্ণ হও / হবে,Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,1S,أَنْنْشَقُّ,আমি বিদীর্ণ হই / হবো,Quran words - level2.pdf,156,বইয়ে এই আরবি রূপটি সন্দেহজনক; মূল পৃষ্ঠা মিলিয়ে পড়ুন।
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPF,1P,نَنْشَقُّ,আমরা বিদীর্ণ হই / হবো,Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPV,2MS,اِنشَقِّ,বিদীর্ণ হও (তুমি),Quran words - level2.pdf,156,
477,1,2,شقق,VII,বিদীর্ণ হওয়া ফেটে পড়া,IMPV,2MP,اِنشَقُّوا,বিদীর্ণ হও (তোমরা),Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,3MS,طَعِمَ,সে খেয়েছে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,3MP,طَعِمُوا,তারা খেয়েছে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,2MS,طَعِمْتَ,তুমি খেয়েছো,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,2MP,طَعِمْتُمْ,তোমরা খেয়েছো,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,1S,طَعِمْتُ,আমি খেয়েছি,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,PERF,1P,طَعِمْنَا,আমরা খেয়েছি,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,3MS,يَطْعَمُ,সে খায় / খাবে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,3MP,يَطْعَمُونَ,তারা খায় / খাবে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,2MS,تَطْعَمُ,তুমি খাও / খাবে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,2MP,تَطْعَمُونَ,তোমরা খাও / খাবে,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,1S,أَطْعَمُ,আমি খাই / খাবো,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPF,1P,نَطْعَمُ,আমরা খাই / খাবো,Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPV,2MS,اِطْعَمْ,খাও (তুমি),Quran words - level2.pdf,156,
478,1,2,طعم,I,খাওয়া,IMPV,2MP,اِطْعَمُوا,খাও (তোমরা),Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,3MS,طَمَسَ,সে নষ্ট করেছে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,3MP,طَمَسُوا,তারা নষ্ট করেছে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,2MS,طَمَسْتَ,তুমি নষ্ট করেছো,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,2MP,طَمَسْتُمْ,তোমরা নষ্ট করেছো,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,1S,طَمَسْتُ,আমি নষ্ট করেছি,Quran words - level2.pdf,156,
